,0,1,2
0,0.0,0.0,0.0
1,2.8000000000000003,1.6000000000000005,0.8
2,0.8000000000000004,4.0,2.0
3,4.4,2.8000000000000007,3.5999999999999996
4,2.0000000000000004,0.8000000000000007,4.3999999999999995
5,2.0000000000000004,2.000000000000001,5.2
6,2.400000000000001,0.40000000000000124,6.000000000000001
7,2.400000000000001,-0.7999999999999989,6.800000000000002
8,2.8000000000000007,2.400000000000002,8.000000000000002
9,0.40000000000000124,0.40000000000000213,8.800000000000002
10,2.0000000000000013,0.8000000000000023,9.200000000000003
11,2.0000000000000013,-0.3999999999999977,10.000000000000004
12,2.4000000000000012,2.8000000000000025,11.200000000000005
13,1.600000000000001,1.7763568394002505e-15,11.600000000000005
14,1.600000000000001,-1.1999999999999975,12.400000000000006
15,2.000000000000001,2.0000000000000036,13.600000000000007
16,0.8000000000000003,-0.3999999999999959,14.000000000000007
17,0.8000000000000004,2.0000000000000044,14.400000000000007
18,1.2000000000000002,0.4000000000000048,15.200000000000008
19,0.3999999999999999,4.884981308350689e-15,15.200000000000008
20,0.4,2.400000000000005,15.600000000000009
21,-0.40000000000000036,-0.399999999999995,16.000000000000007
22,1.1999999999999997,5.329070518200751e-15,16.400000000000006
23,1.2000000000000002,-1.199999999999994,17.200000000000003
24,1.6,2.000000000000007,18.4
25,0.40000000000000036,-0.39999999999999236,18.799999999999997
26,0.40000000000000047,2.000000000000008,19.199999999999996
27,-2.4,-0.7999999999999923,18.799999999999997
28,-2.4,-0.7999999999999923,18.799999999999997
29,-2.4,-0.7999999999999923,18.799999999999997
30,-2.4,-0.7999999999999923,18.799999999999997
